UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,PERSONS INJURED
3610456,2/5/2017,21:50,QUEENS,11370,40.76635,-73.88756,"(40.76635, -73.88756)",23 AVENUE,82 STREET,,1
3610681,2/5/2017,21:52,MANHATTAN,10027,40.815685,-73.9583,"(40.815685, -73.9583)",BROADWAY,WEST 125 STREET,,0
3610359,2/5/2017,21:55,MANHATTAN,10002,40.718555,-73.988205,"(40.718555, -73.988205)",DELANCEY STREET,ESSEX STREET,,0
3610170,2/5/2017,21:55,,,40.71572,-73.825745,"(40.71572, -73.825745)",,,,0
3610540,2/5/2017,22:00,QUEENS,11418,40.70733,-73.83556,"(40.70733, -73.83556)",METROPOLITAN AVENUE,GROSVENOR LANE,,0
3610343,2/5/2017,22:00,QUEENS,11434,40.66851,-73.76626,"(40.66851, -73.76626)",144 AVENUE,FARMERS BOULEVARD,,0
3610662,2/5/2017,22:00,,,40.738194,-73.8492,"(40.738194, -73.8492)",,,,0
3610437,2/5/2017,22:00,,,40.656082,-73.95306,"(40.656082, -73.95306)",ROGERS AVENUE,,,2
3610528,2/5/2017,22:00,QUEENS,11434,40.65616,-73.76736,"(40.65616, -73.76736)",ROCKAWAY BOULEVARD,BREWER BOULEVARD,,3
3610706,2/5/2017,22:15,BROOKLYN,11218,40.638176,-73.97624,"(40.638176, -73.97624)",,,306       CORTELYOU ROAD,0
3610337,2/5/2017,22:22,QUEENS,11434,40.667244,-73.786644,"(40.667244, -73.786644)",,,150-30    135 AVENUE,0
3612585,2/5/2017,22:30,,,40.818707,-73.8089,"(40.818707, -73.8089)",,,,0
3610622,2/5/2017,22:30,,,40.63552,-74.0167,"(40.63552, -74.0167)",65 STREET,6 AVENUE,,0
3610769,2/5/2017,22:35,MANHATTAN,10003,40.73027,-73.9894,"(40.73027, -73.9894)",,,30        3 AVENUE,0
3610845,2/5/2017,22:35,STATEN ISLAND,10304,40.624367,-74.08033,"(40.624367, -74.08033)",BROAD STREET,CEDAR STREET,,0
3611040,2/5/2017,22:35,,,40.576805,-74.15918,"(40.576805, -74.15918)",FOREST HILL ROAD,RUMSON ROAD,,0
3610333,2/5/2017,22:35,MANHATTAN,10023,40.774807,-73.98442,"(40.774807, -73.98442)",WEST 66 STREET,AMSTERDAM AVENUE,,1
3610202,2/5/2017,22:40,BRONX,10462,40.834038,-73.85315,"(40.834038, -73.85315)",,,2140      WESTCHESTER AVENUE,0
3610564,2/5/2017,22:40,STATEN ISLAND,10306,40.579735,-74.114235,"(40.579735, -74.114235)",RICHMOND ROAD,PRESCOTT AVENUE,,0
3611171,2/5/2017,22:40,BROOKLYN,11221,40.693832,-73.909615,"(40.693832, -73.909615)",KNICKERBOCKER AVENUE,HANCOCK STREET,,1
3610173,2/5/2017,22:44,QUEENS,11357,40.778732,-73.79369,"(40.778732, -73.79369)",UTOPIA PARKWAY,21 AVENUE,,0
3610338,2/5/2017,22:45,QUEENS,11436,40.67892,-73.798836,"(40.67892, -73.798836)",142 PLACE,FOCH BOULEVARD,,0
3612959,2/5/2017,22:50,BRONX,10467,40.87982,-73.86727,"(40.87982, -73.86727)",OLINVILLE AVENUE,EAST 213 STREET,,0
3610195,2/5/2017,22:50,MANHATTAN,10022,40.760254,-73.967545,"(40.760254, -73.967545)",EAST 57 STREET,3 AVENUE,,0
3612314,2/5/2017,22:55,BRONX,10454,40.805557,-73.91047,"(40.805557, -73.91047)",BRUCKNER BOULEVARD,EAST 140 STREET,,0
3610155,2/5/2017,23:00,QUEENS,11414,40.667183,-73.85548,"(40.667183, -73.85548)",151 AVENUE,79 STREET,,0
3610204,2/5/2017,23:00,,,40.758175,-73.924065,"(40.758175, -73.924065)",35 STREET,,,0
3610149,2/5/2017,23:00,,,40.65753,-73.89797,"(40.65753, -73.89797)",LINDEN BOULEVARD,,,0
3612793,2/5/2017,23:00,BROOKLYN,11229,40.590305,-73.92232,"(40.590305, -73.92232)",GERRITSEN AVENUE,CYRUS AVENUE,,2
3610166,2/5/2017,23:10,QUEENS,11428,40.71977,-73.75199,"(40.71977, -73.75199)",,,90-34     211 STREET,0
3610556,2/5/2017,23:15,BROOKLYN,11211,40.714214,-73.94773,"(40.714214, -73.94773)",METROPOLITAN AVENUE,LEONARD STREET,,0
3610447,2/5/2017,23:15,,,40.71444,-73.83127,"(40.71444, -73.83127)",UNION TURNPIKE,QUEENS BOULEVARD,,0
3610527,2/5/2017,23:15,,,40.66706,-73.7392,"(40.66706, -73.7392)",,,,0
3610535,2/5/2017,23:20,QUEENS,11433,40.69533,-73.7843,"(40.69533, -73.7843)",,,168-10    110 AVENUE,0
3610810,2/5/2017,23:20,,,,,,3 AVENUE,HAMILTON AVENUE,,0
3610154,2/5/2017,23:20,,,40.66393,-73.822945,"(40.66393, -73.822945)",,,,0
3611336,2/5/2017,23:20,BROOKLYN,11210,40.629055,-73.94833,"(40.629055, -73.94833)",AVENUE I,EAST 29 STREET,,0
3610392,2/5/2017,23:25,MANHATTAN,10001,40.747013,-73.98562,"(40.747013, -73.98562)",,,316       5 AVENUE,0
3610737,2/5/2017,23:30,BROOKLYN,11236,40.64366,-73.90067,"(40.64366, -73.90067)",ROCKAWAY PARKWAY,FLATLANDS AVENUE,,0
3610375,2/5/2017,23:30,,,40.7217,-73.835976,"(40.7217, -73.835976)",,,,0
3610487,2/5/2017,23:30,QUEENS,11432,40.70975,-73.79562,"(40.70975, -73.79562)",167 STREET,HILLSIDE AVENUE,,1
3611045,2/5/2017,23:30,,,40.618538,-74.15602,"(40.618538, -74.15602)",,,22        JULES DRIVE,1
3610160,2/5/2017,23:30,,,40.727585,-73.88781,"(40.727585, -73.88781)",,,,1
3611273,2/5/2017,23:40,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",11 AVENUE,WEST 40 STREET,,0
3610366,2/5/2017,23:45,BROOKLYN,11216,40.687244,-73.95469,"(40.687244, -73.95469)",LEXINGTON AVENUE,BEDFORD AVENUE,,0
3611574,2/5/2017,23:45,MANHATTAN,10018,40.7517,-73.986404,"(40.7517, -73.986404)",WEST 37 STREET,AVENUE OF THE AMERICAS,,0
3610411,2/5/2017,23:45,QUEENS,11370,,,,ditmars boulevard,82 street,,0
3609948,2/5/2017,2:06,MANHATTAN,10014,40.74002,-74.006065,"(40.74002, -74.006065)",,,21        9 AVENUE,0
3611946,2/5/2017,2:10,,,40.73132,-73.98862,"(40.73132, -73.98862)",3 AVENUE,,,0
3609878,2/5/2017,2:14,,,40.84827,-73.88312,"(40.84827, -73.88312)",SOUTHERN BOULEVARD,,,0
3610391,2/5/2017,2:30,,,40.78296,-73.94403,"(40.78296, -73.94403)",EAST 96 STREET,FDR DRIVE,,0
3611678,2/5/2017,2:30,,,,,,CLEARVIEW EXPRESSWAY,LONG ISLAND EXPRESSWAY,,0
3611526,2/5/2017,2:40,,,40.86015,-73.827965,"(40.86015, -73.827965)",,,,0
3610309,2/5/2017,3:00,BROOKLYN,11204,40.61774,-73.991,"(40.61774, -73.991)",,,1805      67 STREET,0
3610075,2/5/2017,3:10,QUEENS,11413,40.67785,-73.74549,"(40.67785, -73.74549)",,,224-01    MERRICK BOULEVARD,0
3609842,2/5/2017,3:25,,,40.859623,-73.88747,"(40.859623, -73.88747)",BATHGATE AVENUE,,,0
3610339,2/5/2017,3:36,QUEENS,11436,40.685608,-73.79636,"(40.685608, -73.79636)",LINDEN BOULEVARD,147 STREET,,1
3609955,2/5/2017,3:40,,,40.889244,-73.83222,"(40.889244, -73.83222)",EAST 233 STREET,,,0
3610778,2/5/2017,3:45,QUEENS,11418,40.702286,-73.82796,"(40.702286, -73.82796)",HILLSIDE AVENUE,123 STREET,,0
3614719,2/5/2017,3:45,,,40.86258,-73.925385,"(40.86258, -73.925385)",DYCKMAN STREET,,,0
3609903,2/5/2017,3:45,,,40.743214,-73.95135,"(40.743214, -73.95135)",JACKSON AVENUE,PULASKI BRIDGE,,0
3611451,2/5/2017,3:50,QUEENS,11427,40.72562,-73.762535,"(40.72562, -73.762535)",GRAND CENTRAL PARKWAY,208 STREET,,0
3610064,2/5/2017,4:00,QUEENS,11368,40.75357,-73.85539,"(40.75357, -73.85539)",38 AVENUE,112 STREET,,3
3610059,2/5/2017,4:00,QUEENS,11370,40.768913,-73.88873,"(40.768913, -73.88873)",DITMARS BOULEVARD,81 STREET,,0
3610381,2/5/2017,4:08,,,40.6746,-73.9389,"(40.6746, -73.9389)",ALBANY AVENUE,,,1
3609791,2/5/2017,4:10,,,40.65477,-74.00708,"(40.65477, -74.00708)",,,,0
3610444,2/5/2017,4:14,,,40.77162,-73.87477,"(40.77162, -73.87477)",,,,1
3609738,2/5/2017,4:15,,,40.737465,-73.919846,"(40.737465, -73.919846)",46 STREET,,,0
3610452,2/5/2017,4:30,QUEENS,11372,40.74916,-73.88991,"(40.74916, -73.88991)",76 STREET,37 AVENUE,,0
3613770,2/5/2017,4:30,,,40.760254,-73.967545,"(40.760254, -73.967545)",EAST 57 STREET,,,0
3610055,2/5/2017,4:33,QUEENS,11423,40.7207,-73.77628,"(40.7207, -73.77628)",,,85-89     188 STREET,0
3610265,2/5/2017,4:40,MANHATTAN,10002,40.721367,-73.98824,"(40.721367, -73.98824)",,,95        STANTON STREET,0
3610323,2/5/2017,4:40,,,40.77958,-73.98183,"(40.77958, -73.98183)",,,BROADWAY,1
3610724,2/5/2017,4:40,,,40.762707,-73.98322,"(40.762707, -73.98322)",,,BROADWAY,0
3610286,2/5/2017,4:40,,,40.711006,-73.96538,"(40.711006, -73.96538)",BERRY STREET,,,1
3610305,2/5/2017,4:45,QUEENS,11412,40.698765,-73.75611,"(40.698765, -73.75611)",,,114-37    198 STREET,0
3609847,2/5/2017,4:57,,,40.843994,-73.89752,"(40.843994, -73.89752)",3 AVENUE,CROSS BRONX EXPRESSWAY,,0
3609961,2/5/2017,5:00,BROOKLYN,11210,40.636627,-73.94226,"(40.636627, -73.94226)",FARRAGUT ROAD,BROOKLYN AVENUE,,0
3609963,2/5/2017,5:00,QUEENS,11361,40.760136,-73.770035,"(40.760136, -73.770035)",,,213-17    NORTHERN BOULEVARD,0
3609881,2/5/2017,5:00,,,,,,COLLEGE POINT BOULEVARD,VANWYCK EXPRESSWAY,,1
3610311,2/5/2017,5:10,BROOKLYN,11221,40.68829,-73.9391,"(40.68829, -73.9391)",QUINCY STREET,MARCUS GARVEY BOULEVARD,,0
3610165,2/5/2017,5:10,QUEENS,11694,40.579193,-73.840866,"(40.579193, -73.840866)",,,222       BEACH 120 STREET,0
3610687,2/5/2017,5:15,BROOKLYN,11204,40.620403,-73.99257,"(40.620403, -73.99257)",,,6503      17 AVENUE,0
3610243,2/5/2017,5:15,,,40.59328,-73.94538,"(40.59328, -73.94538)",BEDFORD AVENUE,,,4
3610235,2/5/2017,5:20,QUEENS,11421,40.693115,-73.85369,"(40.693115, -73.85369)",,,91-17     JAMAICA AVENUE,0
3609857,2/5/2017,5:30,BRONX,10467,40.865414,-73.86758,"(40.865414, -73.86758)",,,696       ALLERTON AVENUE,0
3610645,2/5/2017,6:00,,,,,,,,,0
3610278,2/5/2017,6:33,,,40.577946,-74.102325,"(40.577946, -74.102325)",HYLAN BOULEVARD,,,1
3609860,2/5/2017,6:40,,,40.75681,-73.81027,"(40.75681, -73.81027)",MURRAY STREET,,,0
3609784,2/5/2017,6:50,MANHATTAN,10001,40.749054,-73.99576,"(40.749054, -73.99576)",8 AVENUE,WEST 29 STREET,,0
3610458,2/5/2017,7:00,STATEN ISLAND,10301,40.619522,-74.095146,"(40.619522, -74.095146)",,,153       ARLO ROAD,0
3609848,2/5/2017,7:07,BRONX,10460,40.84271,-73.885666,"(40.84271, -73.885666)",EAST TREMONT AVENUE,SOUTHERN BOULEVARD,,0
3610186,2/5/2017,7:30,,,40.709305,-73.99167,"(40.709305, -73.99167)",,,,3
3610399,2/5/2017,7:30,,,40.75834,-73.95775,"(40.75834, -73.95775)",,,,0
3610514,2/5/2017,7:40,MANHATTAN,10039,40.823154,-73.93864,"(40.823154, -73.93864)",,,205       WEST 147 STREET,0
3610849,2/5/2017,8:00,,,40.60878,-73.90997,"(40.60878, -73.90997)",EAST 64 STREET,MAYFAIR DRIVE SOUTH,,1
3610365,2/5/2017,8:00,QUEENS,11385,40.70913,-73.90436,"(40.70913, -73.90436)",FOREST AVENUE,GROVE STREET,,0
3609910,2/5/2017,8:00,,,40.58961,-74.15152,"(40.58961, -74.15152)",KELLY BOULEVARD,MONAHAN AVENUE,,0
3610308,2/5/2017,8:05,BROOKLYN,11233,40.676247,-73.907135,"(40.676247, -73.907135)",ATLANTIC AVENUE,SHERLOCK PLACE,,4
3610678,2/5/2017,8:05,BROOKLYN,11214,40.598957,-73.987274,"(40.598957, -73.987274)",,,2475      85 STREET,0
3611940,2/5/2017,8:05,MANHATTAN,10019,,,,WEST 59 STREET,12 AVENUE,,0
3610282,2/5/2017,8:10,BROOKLYN,11206,40.709637,-73.94188,"(40.709637, -73.94188)",HUMBOLDT STREET,STAGG WALK,,0
3614204,2/5/2017,8:13,QUEENS,11385,40.70203,-73.87963,"(40.70203, -73.87963)",,,71-22     MYRTLE AVENUE,0
3611252,2/5/2017,8:32,BROOKLYN,11226,40.637768,-73.95868,"(40.637768, -73.95868)",NEWKIRK AVENUE,OCEAN AVENUE,,0
3609869,2/5/2017,8:47,,,40.77163,-73.82564,"(40.77163, -73.82564)",143 STREET,,,0
3610181,2/5/2017,8:52,BROOKLYN,11230,40.61701,-73.969124,"(40.61701, -73.969124)",OCEAN PARKWAY,AVENUE M,,0
3610829,2/5/2017,8:55,BROOKLYN,11230,40.626568,-73.970924,"(40.626568, -73.970924)",AVENUE I,OCEAN PARKWAY,,0
3609808,2/5/2017,9:00,QUEENS,11367,40.728664,-73.82278,"(40.728664, -73.82278)",70 ROAD,MAIN STREET,,0
3610076,2/5/2017,9:00,QUEENS,11422,40.68377,-73.72885,"(40.68377, -73.72885)",,,121-03    237 STREET,0
3609810,2/5/2017,9:00,QUEENS,11432,,,,,,83-53     CHARLECOTE RIDGE,0
3609870,2/5/2017,9:00,,,40.75652,-73.821434,"(40.75652, -73.821434)",ASH AVENUE,,,1
3610576,2/5/2017,9:20,BRONX,10471,40.903683,-73.89742,"(40.903683, -73.89742)",,,5617      POST ROAD,0
3610897,2/5/2017,9:20,QUEENS,11414,40.663746,-73.841,"(40.663746, -73.841)",,,156-19    CROSS BAY BOULEVARD,0
3610685,2/5/2017,9:25,MANHATTAN,10019,40.762394,-73.97861,"(40.762394, -73.97861)",WEST 54 STREET,AVENUE OF THE AMERICAS,,0
3610656,2/5/2017,9:30,,,40.734295,-73.85031,"(40.734295, -73.85031)",63 ROAD,,,0
3610626,2/5/2017,9:33,,,40.75991,-73.95882,"(40.75991, -73.95882)",EAST 61 STREET,,,0
3610077,2/5/2017,9:35,QUEENS,11426,40.734634,-73.71387,"(40.734634, -73.71387)",,,253-10    84 DRIVE,1
3619220,2/5/2017,9:40,BRONX,10467,40.87322,-73.866684,"(40.87322, -73.866684)",,,715       ROSEWOOD STREET,0
3610293,2/5/2017,9:40,BROOKLYN,11203,40.65563,-73.92596,"(40.65563, -73.92596)",EAST 55 STREET,LENOX ROAD,,0
3610722,2/5/2017,9:45,MANHATTAN,10019,40.763645,-73.97769,"(40.763645, -73.97769)",WEST 56 STREET,AVENUE OF THE AMERICAS,,0
3610008,2/5/2017,9:59,QUEENS,11417,40.68144,-73.83865,"(40.68144, -73.83865)",LIBERTY AVENUE,102 STREET,,0
3611289,2/6/2017,0:00,QUEENS,11385,40.703995,-73.877106,"(40.703995, -73.877106)",COOPER AVENUE,73 STREET,,3
3610882,2/6/2017,0:00,BROOKLYN,11223,40.592884,-73.97381,"(40.592884, -73.97381)",,,2435      MC DONALD AVENUE,0
3611079,2/6/2017,0:00,MANHATTAN,10016,40.743824,-73.979515,"(40.743824, -73.979515)",3 AVENUE,EAST 31 STREET,,0
3611855,2/6/2017,0:00,MANHATTAN,10031,40.82451,-73.95186,"(40.82451, -73.95186)",WEST 142 STREET,BROADWAY,,0
3610593,2/6/2017,0:00,QUEENS,11355,40.755222,-73.82821,"(40.755222, -73.82821)",,,42-01     MAIN STREET,0
3611589,2/6/2017,0:00,,,40.79094,-73.947235,"(40.79094, -73.947235)",EAST 104 STREET,,,0
3611893,2/6/2017,0:00,STATEN ISLAND,10305,40.57925,-74.07781,"(40.57925, -74.07781)",CAPODANNO BOULEVARD,SEAVIEW AVENUE,,1
3610920,2/6/2017,0:00,MANHATTAN,10024,40.785095,-73.97691,"(40.785095, -73.97691)",AMSTERDAM AVENUE,WEST 82 STREET,,0
3610246,2/6/2017,0:04,STATEN ISLAND,10306,40.58422,-74.1073,"(40.58422, -74.1073)",RICHMOND ROAD,BARTON AVENUE,,1
3610216,2/6/2017,0:05,MANHATTAN,10026,40.803616,-73.94852,"(40.803616, -73.94852)",,,168       LENOX AVENUE,0
3610642,2/6/2017,0:10,,,40.715176,-73.951965,"(40.715176, -73.951965)",,,,0
3610439,2/6/2017,0:15,MANHATTAN,10012,40.727913,-73.99469,"(40.727913, -73.99469)",,,683       BROADWAY,0
3610167,2/6/2017,0:15,QUEENS,11422,40.66292,-73.73567,"(40.66292, -73.73567)",MEMPHIS AVENUE,247 STREET,,0
3610664,2/6/2017,0:25,,,40.804066,-73.93117,"(40.804066, -73.93117)",,,,0
3611287,2/6/2017,0:30,MANHATTAN,10018,40.759514,-73.99926,"(40.759514, -73.99926)",11 AVENUE,WEST 40 STREET,,0
3610801,2/6/2017,0:45,,,40.802074,-73.93407,"(40.802074, -73.93407)",EAST 124 STREET,2 AVENUE,,0
3610650,2/6/2017,0:48,,,,,,,,,0
3610635,2/6/2017,0:52,,,40.87945,-73.8844,"(40.87945, -73.8844)",GRAND CONCOURSE,MOSHOLU PARKWAY,,0
3610682,2/6/2017,0:55,BROOKLYN,11204,40.612335,-73.98511,"(40.612335, -73.98511)",,,2138      BAY RIDGE AVENUE,0
3610536,2/6/2017,10:00,,,40.688812,-73.764015,"(40.688812, -73.764015)",118 ROAD,,,0
3611096,2/6/2017,10:00,BROOKLYN,11223,40.60604,-73.978294,"(40.60604, -73.978294)",QUENTIN ROAD,WEST 5 STREET,,0
3611290,2/6/2017,10:00,QUEENS,11385,40.702595,-73.8553,"(40.702595, -73.8553)",WOODHAVEN BOULEVARD,MYRTLE AVENUE,,0
3611288,2/6/2017,10:00,QUEENS,11385,40.70429,-73.892876,"(40.70429, -73.892876)",,,69-11     64 PLACE,0
3610522,2/6/2017,10:00,QUEENS,11417,40.680065,-73.84784,"(40.680065, -73.84784)",91 STREET,LIBERTY AVENUE,,0
3610518,2/6/2017,10:00,QUEENS,11434,40.65965,-73.773834,"(40.65965, -73.773834)",ROCKAWAY BOULEVARD,FARMERS BOULEVARD,,0
3611286,2/6/2017,10:00,MANHATTAN,10001,40.750828,-74.00189,"(40.750828, -74.00189)",WEST 28 STREET,10 AVENUE,,1
3611268,2/6/2017,10:05,QUEENS,11385,40.706127,-73.90667,"(40.706127, -73.90667)",,,1924      LINDEN STREET,0
3611672,2/6/2017,10:07,BRONX,10459,40.825947,-73.88784,"(40.825947, -73.88784)",LOWELL STREET,LONGFELLOW AVENUE,,0
3610904,2/6/2017,10:15,QUEENS,11101,40.757442,-73.940384,"(40.757442, -73.940384)",,,38-44     13 STREET,0
3610542,2/6/2017,10:15,,,40.75776,-73.7834,"(40.75776, -73.7834)",FRANCIS LEWIS BOULEVARD,,,0
3611414,2/6/2017,10:17,BROOKLYN,11233,40.676758,-73.917404,"(40.676758, -73.917404)",ATLANTIC AVENUE,LOUIS PLACE,,0
3610777,2/6/2017,10:20,BROOKLYN,11208,40.66765,-73.85895,"(40.66765, -73.85895)",,,1426      LORING AVENUE,0
3612292,2/6/2017,10:20,MANHATTAN,10037,40.8122,-73.94226,"(40.8122, -73.94226)",WEST 132 STREET,LENOX AVENUE,,0
3610867,2/6/2017,10:24,,,40.637745,-74.07603,"(40.637745, -74.07603)",BAY STREET,VICTORY BOULEVARD,,0
3610993,2/6/2017,10:25,BROOKLYN,11212,40.669857,-73.9069,"(40.669857, -73.9069)",,,375       STONE AVENUE,0
3610827,2/6/2017,10:30,,,40.654636,-73.97856,"(40.654636, -73.97856)",,,,6
3611965,2/6/2017,10:40,MANHATTAN,10003,40.726185,-73.98943,"(40.726185, -73.98943)",EAST 4 STREET,2 AVENUE,,0
3612158,2/6/2017,10:45,BROOKLYN,11212,40.66283,-73.92615,"(40.66283, -73.92615)",EAST 94 STREET,RUTLAND ROAD,,0
3610582,2/6/2017,10:45,MANHATTAN,10016,40.74639,-73.977646,"(40.74639, -73.977646)",EAST 35 STREET,3 AVENUE,,0
3611303,2/6/2017,10:55,,,40.552124,-74.17258,"(40.552124, -74.17258)",GENESEE AVENUE,,,0
3611891,2/6/2017,10:55,BROOKLYN,11213,40.666565,-73.93927,"(40.666565, -73.93927)",,,1445      CARROLL STREET,1
3610549,2/6/2017,11:00,,,40.756035,-73.751396,"(40.756035, -73.751396)",230 STREET,,,0
3613801,2/6/2017,11:00,,,40.666428,-73.93691,"(40.666428, -73.93691)",CARROLL STREET,,,0
3612166,2/6/2017,11:00,,,40.648712,-73.92423,"(40.648712, -73.92423)",EAST 56 STREET,KINGS HIGHWAY,,0
3611222,2/6/2017,11:00,MANHATTAN,10036,40.76099,-73.99077,"(40.76099, -73.99077)",9 AVENUE,WEST 46 STREET,,0
3610877,2/6/2017,11:05,,,40.748062,-73.879845,"(40.748062, -73.879845)",ELBERTSON STREET,,,1
3610823,2/6/2017,11:07,,,,,,LINDEN BOULEVARD,VANWYCK EXPRESSWAY,,0
3612330,2/6/2017,11:18,BRONX,10455,40.819096,-73.914566,"(40.819096, -73.914566)",EAST 154 STREET,ELTON AVENUE,,1
3610583,2/6/2017,11:19,MANHATTAN,10016,40.750843,-73.978615,"(40.750843, -73.978615)",PARK AVENUE,EAST 40 STREET,,0
3610547,2/6/2017,11:20,QUEENS,11365,40.743164,-73.778984,"(40.743164, -73.778984)",,,196-35    HORACE HARDING EXPRESSWAY,0
3610587,2/6/2017,11:20,,,,,,,,,0
3611553,2/6/2017,11:25,BRONX,10453,40.859707,-73.908,"(40.859707, -73.908)",,,86        WEST 183 STREET,0
3611023,2/6/2017,11:30,MANHATTAN,10002,40.717197,-73.99071,"(40.717197, -73.99071)",GRAND STREET,ORCHARD STREET,,0
3610898,2/6/2017,11:34,,,40.70372,-73.81621,"(40.70372, -73.81621)",VANWYCK EXPRESSWAY,138 STREET,,0
3610594,2/6/2017,11:35,,,40.696033,-73.98453,"(40.696033, -73.98453)",FLATBUSH AVENUE EXTENSION,,,0
3611752,2/6/2017,11:38,BROOKLYN,11219,40.640694,-73.99698,"(40.640694, -73.99698)",10 AVENUE,46 STREET,,0
3610553,2/6/2017,11:50,,,40.604153,-74.05198,"(40.604153, -74.05198)",,,,0
3612862,2/6/2017,11:52,,,40.74251,-73.7299,"(40.74251, -73.7299)",,,,0
3610971,2/6/2017,11:52,,,40.74258,-73.729744,"(40.74258, -73.729744)",,,,1
3611292,2/6/2017,11:59,BROOKLYN,11210,40.63169,-73.95266,"(40.63169, -73.95266)",,,2900      BEDFORD AVENUE,0
3611025,2/6/2017,12:00,QUEENS,11368,40.738373,-73.86008,"(40.738373, -73.86008)",99 STREET,57 AVENUE,,0
3610921,2/6/2017,12:00,QUEENS,11433,40.705425,-73.78258,"(40.705425, -73.78258)",177 STREET,LIBERTY AVENUE,,0
3610906,2/6/2017,12:00,,,40.77039,-73.91771,"(40.77039, -73.91771)",HOYT AVENUE SOUTH,31 STREET,,0
3610544,2/6/2017,12:00,BRONX,10462,40.855217,-73.865746,"(40.855217, -73.865746)",,,2157      HOLLAND AVENUE,0
3610927,2/6/2017,12:00,BROOKLYN,11236,40.642002,-73.898834,"(40.642002, -73.898834)",ROCKAWAY PARKWAY,AVENUE J,,0
3613440,2/6/2017,12:00,MANHATTAN,10007,40.714928,-74.00795,"(40.714928, -74.00795)",CHAMBERS STREET,CHURCH STREET,,0
3610987,2/6/2017,12:00,MANHATTAN,10026,40.801983,-73.95757,"(40.801983, -73.95757)",,,310       WEST 112 STREET,0
3610546,2/6/2017,12:00,BRONX,10462,40.846848,-73.859055,"(40.846848, -73.859055)",,,911       MORRIS PARK AVENUE,0
3611035,2/6/2017,12:00,,,40.58695,-74.16416,"(40.58695, -74.16416)",,,112       RICHMOND HILL ROAD,0
3611194,2/6/2017,12:00,BROOKLYN,11221,40.694386,-73.91061,"(40.694386, -73.91061)",,,708       KNICKERBOCKER AVENUE,1
3611176,2/6/2017,12:01,MANHATTAN,10030,40.81957,-73.93823,"(40.81957, -73.93823)",,,130       WEST 143 STREET,0
3610890,2/6/2017,12:06,MANHATTAN,10075,40.775642,-73.958405,"(40.775642, -73.958405)",EAST 80 STREET,LEXINGTON AVENUE,,0
3610521,2/6/2017,12:10,QUEENS,11416,40.68067,-73.858665,"(40.68067, -73.858665)",,,80-05     101 AVENUE,0
3611341,2/6/2017,12:18,BROOKLYN,11230,40.628117,-73.956856,"(40.628117, -73.956856)",AVENUE I,OCEAN AVENUE,,1
3610881,2/6/2017,12:23,BROOKLYN,11229,40.5981,-73.94342,"(40.5981, -73.94342)",EAST 28 STREET,AVENUE V,,0
3611119,2/6/2017,12:25,,,40.788948,-73.94057,"(40.788948, -73.94057)",1 AVENUE,,,0
3610554,2/6/2017,12:30,BROOKLYN,11211,40.714138,-73.948654,"(40.714138, -73.948654)",,,609       METROPOLITAN AVENUE,0
3611021,2/6/2017,12:30,MANHATTAN,10002,40.719955,-73.98559,"(40.719955, -73.98559)",,,144       SUFFOLK STREET,0
3610533,2/6/2017,12:30,QUEENS,11428,40.72741,-73.731476,"(40.72741, -73.731476)",BRADDOCK AVENUE,GETTYSBURG STREET,,0
3610905,2/6/2017,12:30,,,40.70305,-73.81164,"(40.70305, -73.81164)",89 AVENUE,,,0
3611342,2/6/2017,12:30,,,40.647766,-73.95816,"(40.647766, -73.95816)",FLATBUSH AVENUE,ALBEMARLE ROAD,,0
3611181,2/6/2017,12:30,,,,,,mc combs dam bridge,west 155 street,,0
3611497,2/6/2017,12:40,,,40.81801,-73.80284,"(40.81801, -73.80284)",,,,0
3611294,2/6/2017,12:42,BROOKLYN,11237,40.699863,-73.91305,"(40.699863, -73.91305)",,,358       LINDEN STREET,0
3610577,2/6/2017,12:45,BRONX,10463,40.879513,-73.90968,"(40.879513, -73.90968)",TIBBETT AVENUE,WEST 230 STREET,,0
3611367,2/6/2017,12:45,STATEN ISLAND,10306,40.5748,-74.100044,"(40.5748, -74.100044)",LINCOLN AVENUE,POULTNEY STREET,,0
3613208,2/6/2017,12:47,BROOKLYN,11205,40.68882,-73.95502,"(40.68882, -73.95502)",,,1058      BEDFORD AVENUE,0
3611401,2/6/2017,13:00,MANHATTAN,10016,40.741272,-73.97535,"(40.741272, -73.97535)",EAST 30 STREET,1 AVENUE,,0
3611042,2/6/2017,13:00,STATEN ISLAND,10312,40.54441,-74.162285,"(40.54441, -74.162285)",,,4455      AMBOY ROAD,0
3612300,2/6/2017,13:00,,,40.85885,-73.885956,"(40.85885, -73.885956)",EAST FORDHAM ROAD,,,0
3611530,2/6/2017,13:00,,,40.872723,-73.88738,"(40.872723, -73.88738)",EAST 201 STREET,,,0
3610857,2/6/2017,13:00,BROOKLYN,11210,40.626545,-73.94101,"(40.626545, -73.94101)",FLATBUSH AVENUE,EAST 36 STREET,,0
3611901,2/6/2017,13:00,,,40.78542,-73.98399,"(40.78542, -73.98399)",,,,0
